fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.43436,0.00461,0.01659,0.86368,0.00049,1.60801,0.67509,5.24865,0.52128,1.35033,0.00859,0.87316,0.46073,0.0,0.15908,0.38096,0.0,0.0,0.0,0.22082,0.0,0.96327,0.0,0.0
0.42962,0.00451,0.01543,0.83877,0.00046,1.65828,0.62587,4.99122,0.52468,1.19407,0.00839,0.84804,0.42808,0.0,0.19162,0.37058,0.0,0.0,0.0,0.20292,0.0,0.91548,0.0,0.0
0.41859,0.00426,0.0156,0.86526,0.00047,1.56703,0.65377,5.83894,0.59659,1.21854,0.00816,0.9,0.38721,0.0,0.18543,0.27944,0.0,0.0,0.0,0.20328,0.0,0.87126,0.0,0.0
0.42689,0.00453,0.01494,0.87289,0.00049,1.5622,0.68232,5.2368,0.52832,1.29367,0.00866,0.83729,0.44857,0.0,0.18356,0.3728,0.0,0.0,0.0,0.2201,0.0,0.99635,0.0,0.0
0.43234,0.00458,0.01322,0.86238,0.00054,1.56703,0.76915,5.32949,0.52128,1.29337,0.00839,0.86303,0.37117,0.0,0.18763,0.34416,0.0,0.0,0.0,0.25451,0.0,0.86179,0.0,0.0
0.442,0.00437,0.01503,0.83871,0.00047,1.56703,0.68232,4.12008,0.52128,1.35151,0.00839,0.82462,0.41357,0.0,0.1771,0.35571,0.0,0.0,0.0,0.21115,0.0,1.0,0.0,0.0
0.44184,0.00451,0.01525,0.85606,0.00048,1.52969,0.67374,5.16192,0.52441,1.32203,0.00851,0.86476,0.41683,0.0,0.17575,0.36705,0.0,0.0,0.0,0.21055,0.0,0.95434,0.0,0.0
0.42753,0.00505,0.01248,0.85606,0.0004,1.52969,0.70003,4.07469,0.52441,1.41364,0.0081,0.9,0.48246,0.0,0.10447,0.33025,0.0,0.0,0.0,0.2414,0.0,1.0,0.0,0.0
0.44798,0.00437,0.01503,0.86659,0.00045,1.55955,0.66861,4.12008,0.54864,1.29254,0.00808,0.87513,0.42823,0.0,0.17789,0.35571,0.0,0.0,0.0,0.22032,0.0,0.99392,0.0,0.0
0.43728,0.00437,0.01165,0.85697,0.00052,1.55955,0.73311,4.07756,0.48273,1.31509,0.00851,0.87513,0.41186,0.0,0.19171,0.35571,0.0,0.0,0.0,0.22031,0.0,0.89721,0.0,0.0
0.4284,0.00459,0.01512,0.85507,0.00048,1.56328,0.68028,5.23708,0.51696,1.29162,0.00839,0.84782,0.41463,0.0,0.17641,0.36273,0.0,0.0,0.0,0.20805,0.0,0.96689,0.0,0.0
0.44462,0.00418,0.01531,0.88444,0.00045,1.55955,0.68172,4.19977,0.56175,1.27232,0.0082,0.88939,0.42823,0.0,0.18166,0.35346,0.0,0.0,0.0,0.21052,0.0,1.0,0.0,0.0
0.44496,0.00406,0.01504,0.88556,0.00044,1.56856,0.68172,4.58507,0.53766,1.27232,0.0082,0.89829,0.42823,0.0,0.18166,0.35346,0.0,0.0,0.0,0.21895,0.0,1.0,0.0,0.0
0.44477,0.00447,0.01529,0.86659,0.0004,1.61521,0.64126,3.74918,0.54864,1.38321,0.00765,0.9,0.42823,0.0,0.16023,0.35571,0.0,0.0,0.0,0.20974,0.0,0.99392,0.0,0.0
0.44595,0.00437,0.0159,0.86659,0.00045,1.85059,0.67443,4.31504,0.5905,1.43026,0.00877,0.9,0.42823,0.0,0.22367,0.39322,0.0,0.0,0.0,0.20941,0.0,1.0,0.0,0.0
0.44406,0.00435,0.01534,0.86394,0.00045,1.55955,0.66861,4.12008,0.55573,1.22492,0.00805,0.84806,0.42129,0.0,0.16792,0.35626,0.0,0.0,0.0,0.23105,0.0,0.99392,0.0,0.0
0.43603,0.00451,0.01398,0.82601,0.00052,1.45875,0.62759,4.12008,0.41474,1.17732,0.00785,0.9,0.34695,0.0,0.19455,0.38363,0.0,0.0,0.0,0.2502,0.0,0.98456,0.0,0.0
0.45777,0.00287,0.01503,0.90082,0.00048,1.68385,0.66861,3.99669,0.5219,1.26351,0.00788,0.87513,0.42671,0.0,0.13484,0.32567,0.0,0.0,0.0,0.19452,0.0,1.0,0.0,0.0
0.45158,0.00414,0.0182,0.87019,0.00038,1.68561,0.73909,4.68064,0.57629,1.05955,0.01125,0.88835,0.44255,0.0,0.23648,0.39322,0.0,0.0,0.0,0.21442,0.0,1.0,0.0,0.0
0.44967,0.00293,0.01567,0.92176,0.0005,1.45745,0.62554,3.99669,0.5219,1.19649,0.00788,0.8768,0.48407,0.0,0.12988,0.31038,0.0,0.0,0.0,0.19225,0.0,0.83941,0.0,0.0
0.45453,0.00302,0.01491,0.89867,0.00049,1.74939,0.63723,3.99669,0.5219,1.28804,0.00755,0.9,0.42393,0.0,0.1348,0.34252,0.0,0.0,0.0,0.19913,0.0,0.97481,0.0,0.0
0.46231,0.00271,0.01562,0.90082,0.00044,1.68613,0.63999,3.99669,0.53439,1.23291,0.00819,0.87793,0.42671,0.0,0.13484,0.34969,0.0,0.0,0.0,0.19497,0.0,1.0,0.0,0.0
0.46678,0.00272,0.01382,0.90561,0.00046,1.82833,0.69106,3.98624,0.44678,1.22778,0.00808,0.89429,0.39713,0.0,0.14249,0.32567,0.0,0.0,0.0,0.19939,0.0,1.0,0.0,0.0
